,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,stock,date,before,after,day_start,day_end,1yr_start,1yr_end,1yr_start_stock,1yr_end_stock,1yr_start_index,1yr_end_index,stock_drop,stock_diff,index_diff
11,11.0,11.0,11.0,AON,2016-02-05 06:30:00,2016-02-04 00:00:00,2016-02-05 00:00:00,83.43206787109375,83.48837470738714,2016-02-05 00:00:00,2017-01-26 00:00:00,83.48837470738714,106.9233627319336,83.48836008280647,106.92334747314452,0.07,28.07,20.15
12,12.0,12.0,12.0,AON,2015-10-30 06:30:00,2015-10-29 00:00:00,2015-10-30 00:00:00,88.63672637939453,86.03826794231432,2015-10-30 00:00:00,2016-10-20 00:00:00,86.0382754686867,103.83267211914062,86.0382754686867,103.83264923095705,-2.93,20.68,2.51
13,13.0,13.0,13.0,AON,2015-07-31 06:30:00,2015-07-30 00:00:00,2015-07-31 00:00:00,94.98082733154295,93.73228559101796,2015-07-31 00:00:00,2016-07-21 00:00:00,93.73227035797036,102.82623291015624,93.73228559101796,102.82624053955078,-1.31,9.7,2.9
14,14.0,14.0,14.0,AON,2015-05-01 06:30:00,2015-04-30 00:00:00,2015-05-01 00:00:00,89.39659881591797,89.85181291913217,2015-05-01 00:00:00,2016-04-21 00:00:00,89.85179792390636,96.78872680664062,89.85179792390636,96.7886962890625,0.51,7.72,0.7
15,15.0,15.0,15.0,AON,2015-02-06 06:30:00,2015-02-05 00:00:00,2015-02-06 00:00:00,86.79847717285156,87.94688376528694,2015-02-06 00:00:00,2016-01-28 00:00:00,87.94686873754763,80.74949645996094,87.94689127915659,80.74950408935547,1.32,-8.18,-8.59
16,16.0,16.0,16.0,AON,2014-10-31 06:30:00,2014-10-30 00:00:00,2014-10-31 00:00:00,76.74234008789062,77.14873273194725,2014-10-31 00:00:00,2015-10-22 00:00:00,77.14873273194725,86.10140228271484,77.14873273194725,86.10138702392578,0.53,11.6,1.03
17,17.0,17.0,17.0,AON,2014-07-25 04:00:00,2014-07-24 00:00:00,2014-07-25 00:00:00,83.5237045288086,78.78606207709367,2014-07-25 00:00:00,2015-07-16 00:00:00,78.78608483004763,95.49076080322266,78.78606966141164,95.49076080322266,-5.67,21.2,6.35
18,18.0,18.0,18.0,AON,2014-04-25 04:00:00,2014-04-24 00:00:00,2014-04-25 00:00:00,75.23847198486328,74.77159091702366,2014-04-25 00:00:00,2015-04-16 00:00:00,74.77157624559413,90.4104461669922,74.77156157416458,90.41046142578124,-0.62,20.92,12.16
19,19.0,19.0,19.0,AON,2014-01-31 05:00:00,2014-01-30 00:00:00,2014-01-31 00:00:00,73.91110229492188,71.26549847787135,2014-01-31 00:00:00,2015-01-22 00:00:00,71.2655132416884,88.3890151977539,71.26554276932247,88.38900756835938,-3.58,24.03,13.59
20,20.0,20.0,20.0,AON,2013-10-25 04:00:00,2013-10-24 00:00:00,2013-10-25 00:00:00,68.88375854492188,67.99059581851094,2013-10-25 00:00:00,2014-10-16 00:00:00,67.99058113827328,73.60096740722656,67.99058113827328,73.60096740722656,-1.3,8.25,5.69
21,21.0,21.0,21.0,AON,2013-07-26 04:00:00,2013-07-25 00:00:00,2013-07-26 00:00:00,61.40327072143555,60.10337810328996,2013-07-26 00:00:00,2014-07-17 00:00:00,60.10336316309755,81.7700424194336,60.10338557338614,81.77001953125,-2.12,36.05,17.33
22,22.0,22.0,22.0,AON,2013-04-26 04:00:00,2013-04-25 00:00:00,2013-04-26 00:00:00,55.54764175415039,53.00091011586187,2013-04-26 00:00:00,2014-04-17 00:00:00,53.00090633478569,75.19268798828125,53.00090633478569,75.19268035888672,-4.58,41.87,17.45
23,23.0,23.0,23.0,AON,2013-02-01 05:00:00,2013-01-31 00:00:00,2013-02-01 00:00:00,52.33024597167969,50.72608073394072,2013-02-01 00:00:00,2014-01-23 00:00:00,50.72607693011734,74.25086975097656,50.72606932247057,74.2508773803711,-3.07,46.38,22.97
24,24.0,24.0,24.0,INTC,2018-10-25 16:38:00,2018-10-25 00:00:00,2018-10-26 00:00:00,40.23239135742188,40.5864998450058,2018-10-26 00:00:00,2019-10-17 00:00:00,40.58650730908877,48.30024719238281,40.58650730908877,48.30024719238281,0.88,19.01,12.48
25,25.0,25.0,25.0,INTC,2018-07-26 16:04:00,2018-07-26 00:00:00,2018-07-27 00:00:00,47.07371139526367,42.85007293498961,2018-07-27 00:00:00,2019-07-18 00:00:00,42.85007673368557,46.20009994506836,42.85007673368557,46.20009613037109,-8.97,7.82,4.8
26,26.0,26.0,26.0,INTC,2018-04-26 16:04:00,2018-04-26 00:00:00,2018-04-27 00:00:00,47.60219192504883,46.86640557431905,2018-04-27 00:00:00,2019-04-18 00:00:00,46.86639801726848,53.78044509887695,46.86640179579377,53.78044891357422,-1.55,14.75,8.57
27,27.0,27.0,27.0,INTC,2018-01-25 16:04:00,2018-01-25 00:00:00,2018-01-26 00:00:00,40.374149322509766,42.8875087729177,2018-01-26 00:00:00,2019-01-17 00:00:00,42.8875087729177,44.286529541015625,42.88749411131853,44.28653335571289,6.23,3.26,-8.37
28,28.0,28.0,28.0,INTC,2017-10-26 16:01:00,2017-10-26 00:00:00,2017-10-27 00:00:00,36.63654708862305,38.18706565630292,2017-10-27 00:00:00,2018-10-18 00:00:00,38.18706935930834,40.83164978027344,38.18706565630292,40.83165740966797,4.23,6.93,9.02
29,29.0,29.0,29.0,INTC,2017-07-27 16:01:00,2017-07-27 00:00:00,2017-07-28 00:00:00,30.752948760986328,30.7793266319552,2017-07-28 00:00:00,2018-07-19 00:00:00,30.77933230376484,46.91127014160156,30.77932285074876,46.91127395629883,0.09,52.41,13.78
30,30.0,30.0,30.0,INTC,2017-04-27 16:03:00,2017-04-27 00:00:00,2017-04-28 00:00:00,32.67322540283203,31.320212959887552,2017-04-28 00:00:00,2018-04-19 00:00:00,31.320207280578995,46.8574333190918,31.32020917368185,46.85742950439453,-4.14,49.61,12.85
31,31.0,31.0,31.0,INTC,2017-01-26 16:00:00,2017-01-26 00:00:00,2017-01-27 00:00:00,32.55430603027344,32.770988963853604,2017-01-27 00:00:00,2018-01-18 00:00:00,32.77097377336276,39.643310546875,32.770992761476315,39.64332580566406,0.67,20.97,21.9
32,32.0,32.0,32.0,INTC,2016-10-18 16:00:00,2016-10-18 00:00:00,2016-10-19 00:00:00,32.473121643066406,30.305371189017063,2016-10-19 00:00:00,2017-10-10 00:00:00,30.30537686594424,35.13032913208008,30.30537686594424,35.13032913208008,-6.68,15.92,19.11
33,33.0,33.0,33.0,INTC,2016-07-20 16:01:00,2016-07-20 00:00:00,2016-07-21 00:00:00,30.47010612487793,28.90775491335632,2016-07-21 00:00:00,2017-07-12 00:00:00,28.907753028826846,30.119770050048828,28.90775114429737,30.119773864746094,-5.13,4.19,12.1
34,34.0,34.0,34.0,INTC,2016-04-19 16:03:00,2016-04-19 00:00:00,2016-04-20 00:00:00,26.747255325317383,26.450997218489647,2016-04-20 00:00:00,2017-04-11 00:00:00,26.45100280642509,31.198007583618164,26.4509990811348,31.198007583618164,-1.11,17.95,12.01
35,35.0,35.0,35.0,INTC,2016-01-14 16:00:00,2016-01-14 00:00:00,2016-01-15 00:00:00,27.470401763916016,24.709937128509505,2016-01-15 00:00:00,2017-01-05 00:00:00,24.709937128509505,31.50555992126465,24.70994090347041,31.50556182861328,-10.05,27.5,18.34
36,36.0,36.0,36.0,INTC,2015-10-13 16:00:00,2015-10-13 00:00:00,2015-10-14 00:00:00,26.69502258300781,25.7035467826487,2015-10-14 00:00:00,2016-10-04 00:00:00,25.7035467826487,32.292476654052734,25.703541400785216,32.292476654052734,-3.71,25.63,7.97
37,37.0,37.0,37.0,INTC,2015-07-15 16:00:00,2015-07-15 00:00:00,2015-07-16 00:00:00,24.53325080871582,24.045725433356,2015-07-16 00:00:00,2016-07-06 00:00:00,24.045723577040057,28.147924423217773,24.045725433356,28.147918701171875,-1.99,17.06,-1.24
38,38.0,38.0,38.0,INTC,2015-04-14 16:00:00,2015-04-14 00:00:00,2015-04-15 00:00:00,25.833803176879883,26.30962916047736,2015-04-15 00:00:00,2016-04-05 00:00:00,26.309623570894665,27.00118064880371,26.309632886865824,27.001182556152344,1.84,2.63,-1.68
39,39.0,39.0,39.0,INTC,2015-01-15 16:00:00,2015-01-15 00:00:00,2015-01-16 00:00:00,29.478160858154297,28.9242691899862,2015-01-16 00:00:00,2016-01-07 00:00:00,28.92426547366547,26.715261459350582,28.92426547366547,26.71526336669922,-1.88,-7.64,-0.35
40,40.0,40.0,40.0,INTC,2014-10-14 16:00:00,2014-10-14 00:00:00,2014-10-15 00:00:00,26.00873565673828,23.993751094145505,2014-10-15 00:00:00,2015-10-06 00:00:00,23.99374747823214,26.445068359375,23.993751094145505,26.445072174072266,-7.75,10.22,6.0
41,41.0,41.0,41.0,INTC,2014-07-15 04:00:00,2014-07-14 00:00:00,2014-07-15 00:00:00,25.314348220825195,25.049065111669453,2014-07-15 00:00:00,2015-07-06 00:00:00,25.04906323740314,24.82246208190918,25.049065111669453,24.822460174560547,-1.05,-0.9,4.88
42,42.0,42.0,42.0,INTC,2014-04-15 04:00:00,2014-04-14 00:00:00,2014-04-15 00:00:00,21.16929054260254,21.0098869190752,2014-04-15 00:00:00,2015-04-06 00:00:00,21.00988504093884,25.46463203430176,21.009888797211552,25.46463203430176,-0.75,21.2,12.75
43,43.0,43.0,43.0,INTC,2014-01-16 05:00:00,2014-01-15 00:00:00,2014-01-16 00:00:00,21.05617904663086,20.78774524893833,2014-01-16 00:00:00,2015-01-07 00:00:00,20.787747141194835,29.33968734741211,20.787737679912315,29.33968544006348,-1.27,41.14,8.53
44,44.0,44.0,44.0,INTC,2013-10-15 04:00:00,2013-10-14 00:00:00,2013-10-15 00:00:00,18.34225082397461,18.24056965979459,2013-10-15 00:00:00,2014-10-06 00:00:00,18.24056965979459,27.602922439575195,18.24056965979459,27.602928161621094,-0.55,51.33,15.26
45,45.0,45.0,45.0,INTC,2013-07-17 04:00:00,2013-07-16 00:00:00,2013-07-17 00:00:00,18.784204483032227,18.62153564702249,2013-07-17 00:00:00,2014-07-08 00:00:00,18.62153754568351,24.751632690429688,18.62153754568351,24.751628875732425,-0.87,32.92,17.79
46,46.0,46.0,46.0,INTC,2013-04-16 04:00:00,2013-04-15 00:00:00,2013-04-16 00:00:00,16.40652847290039,16.437224600032085,2013-04-16 00:00:00,2014-04-07 00:00:00,16.437226463873678,21.11349868774414,16.4372208723489,21.11349868774414,0.19,28.45,20.07
47,47.0,47.0,47.0,INTC,2013-01-17 05:00:00,2013-01-16 00:00:00,2013-01-17 00:00:00,16.786300659179688,16.786308818754122,2013-01-17 00:00:00,2014-01-08 00:00:00,16.786305099928825,20.077192306518555,16.786305099928825,20.07718849182129,0.0,19.6,24.8
48,48.0,48.0,48.0,MCHP,2018-11-07 18:16:00,2018-11-07 00:00:00,2018-11-08 00:00:00,33.433937072753906,33.43392692105988,2018-11-08 00:00:00,2019-10-30 00:00:00,33.43392692105988,46.17052459716797,33.43392331900157,46.17052459716797,-0.0,38.09,8.32
49,49.0,49.0,49.0,MCHP,2018-08-09 16:15:00,2018-08-09 00:00:00,2018-08-10 00:00:00,46.44126129150391,40.13891604985504,2018-08-10 00:00:00,2019-08-01 00:00:00,40.13892714830583,44.151275634765625,40.13892344882223,44.15127182006836,-13.57,10.0,4.95
50,50.0,50.0,50.0,MCHP,2018-05-08 08:00:00,2018-05-07 00:00:00,2018-05-08 00:00:00,41.85491943359375,40.80783757776396,2018-05-08 00:00:00,2019-04-29 00:00:00,40.80784485956405,47.37395095825195,40.80784485956405,47.37394714355469,-2.5,16.09,10.12
51,51.0,51.0,51.0,MCHP,2018-02-06 17:00:00,2018-02-06 00:00:00,2018-02-07 00:00:00,43.1661262512207,38.88801889734096,2018-02-07 00:00:00,2019-01-29 00:00:00,38.88801508724498,37.9922981262207,38.88801889734096,37.99229431152344,-9.91,-2.3,-1.71
52,52.0,52.0,52.0,MCHP,2017-11-06 16:00:00,2017-11-06 00:00:00,2017-11-07 00:00:00,44.603515625,42.33030256672716,2017-11-07 00:00:00,2018-10-29 00:00:00,42.330306342209376,29.62445831298828,42.33030256672716,29.624462127685547,-5.1,-30.02,3.49
53,53.0,53.0,53.0,MCHP,2017-08-03 17:00:00,2017-08-03 00:00:00,2017-08-04 00:00:00,37.57479476928711,37.635344770445386,2017-08-04 00:00:00,2018-07-26 00:00:00,37.63534107819859,44.82661056518555,37.63534107819859,44.82660675048828,0.16,19.11,14.48
54,54.0,54.0,54.0,MCHP,2017-05-09 16:27:00,2017-05-09 00:00:00,2017-05-10 00:00:00,35.442325592041016,36.00791571182344,2017-05-10 00:00:00,2018-05-01 00:00:00,36.00790816405827,40.100364685058594,36.00791948570602,40.1003532409668,1.6,11.37,10.3
55,55.0,55.0,55.0,MCHP,2017-02-07 16:15:00,2017-02-07 00:00:00,2017-02-08 00:00:00,32.11387634277344,33.682210930370175,2017-02-08 00:00:00,2018-01-30 00:00:00,33.682203381612176,44.6077995300293,33.68219960723318,44.60780334472656,4.88,32.44,23.72
56,56.0,56.0,56.0,MCHP,2016-11-07 16:00:00,2016-11-07 00:00:00,2016-11-08 00:00:00,28.54721450805664,28.987600123417145,2016-11-08 00:00:00,2017-10-30 00:00:00,28.987602007803623,44.53335189819336,28.98760766096306,44.53335571289063,1.54,53.63,21.03
57,57.0,57.0,57.0,MCHP,2016-08-08 17:39:00,2016-08-08 00:00:00,2016-08-09 00:00:00,25.824848175048828,27.115408667085728,2016-08-09 00:00:00,2017-07-31 00:00:00,27.11540492600224,37.27674102783203,27.11540118491875,37.27674102783203,5.0,37.47,13.46
58,58.0,58.0,58.0,MCHP,2016-05-04 16:15:00,2016-05-04 00:00:00,2016-05-05 00:00:00,21.91638565063477,21.364177162851323,2016-05-05 00:00:00,2017-04-26 00:00:00,21.36417528023197,35.303245544433594,21.36417528023197,35.30324935913086,-2.52,65.25,16.37
59,59.0,59.0,59.0,MCHP,2016-02-03 16:15:00,2016-02-03 00:00:00,2016-02-04 00:00:00,18.99413681030273,18.19074463321068,2016-02-04 00:00:00,2017-01-25 00:00:00,18.190742824487355,31.744861602783203,18.190746441934,31.74486351013184,-4.23,74.51,19.73
60,60.0,60.0,60.0,MCHP,2015-11-04 16:15:00,2015-11-04 00:00:00,2015-11-05 00:00:00,21.81647682189941,21.072779867535672,2015-11-05 00:00:00,2016-10-26 00:00:00,21.07278551911595,27.776538848876957,21.07278551911595,27.776540756225582,-3.41,31.81,1.68
61,61.0,61.0,61.0,MCHP,2015-08-03 16:45:00,2015-08-03 00:00:00,2015-08-04 00:00:00,18.90339088439941,18.306998727017923,2015-08-04 00:00:00,2016-07-25 00:00:00,18.3070005741907,24.74862098693848,18.306998727017923,24.748619079589844,-3.15,35.19,3.62
62,62.0,62.0,62.0,MCHP,2015-05-07 16:05:00,2015-05-07 00:00:00,2015-05-08 00:00:00,20.79129219055176,20.979864797458564,2015-05-08 00:00:00,2016-04-28 00:00:00,20.979861070786864,22.40975379943848,20.979864797458564,22.409751892089844,0.91,6.82,-0.06
63,63.0,63.0,63.0,MCHP,2015-01-29 16:15:00,2015-01-29 00:00:00,2015-01-30 00:00:00,19.96560859680176,19.61289277666872,2015-01-30 00:00:00,2016-01-21 00:00:00,19.612887062234982,19.5731143951416,19.61289277666872,19.573118209838867,-1.77,-0.2,-7.82
64,64.0,64.0,64.0,MCHP,2014-10-30 16:15:00,2014-10-30 00:00:00,2014-10-31 00:00:00,17.74776840209961,18.374055945960013,2014-10-31 00:00:00,2015-10-22 00:00:00,18.374054063830314,21.758583068847656,18.374055945960013,21.758583068847656,3.53,18.42,1.03
65,65.0,65.0,65.0,MCHP,2014-07-31 04:00:00,2014-07-30 00:00:00,2014-07-31 00:00:00,19.825273513793945,19.195156821137804,2014-07-31 00:00:00,2015-07-22 00:00:00,16.754766043885233,16.73063850402832,19.195156821137804,18.59414863586425,-3.18,-0.14,7.79
66,66.0,66.0,66.0,MCHP,2014-05-06 04:00:00,2014-05-05 00:00:00,2014-05-06 00:00:00,17.227130889892578,17.024502309290295,2014-05-06 00:00:00,2015-04-27 00:00:00,17.024502309290295,18.546335220336918,17.024502309290295,18.54633522033692,-1.18,8.94,12.51
67,67.0,67.0,67.0,MCHP,2014-01-30 05:00:00,2014-01-29 00:00:00,2014-01-30 00:00:00,16.178573608398438,16.232977615207503,2014-01-30 00:00:00,2015-01-21 00:00:00,16.232977615207503,17.82952117919922,16.232977615207503,17.82952117919922,0.34,9.84,13.67
68,68.0,68.0,68.0,MCHP,2013-10-30 04:00:00,2013-10-29 00:00:00,2013-10-30 00:00:00,14.37677764892578,14.184128039872943,2013-10-30 00:00:00,2014-10-21 00:00:00,14.184128039872943,15.420503616333008,14.184128039872943,15.420503616333008,-1.34,8.72,7.74
69,69.0,69.0,69.0,MCHP,2013-07-31 04:00:00,2013-07-30 00:00:00,2013-07-31 00:00:00,13.751286506652832,13.74427567519566,2013-07-31 00:00:00,2014-07-22 00:00:00,16.274574330742123,18.28880882263184,13.74427567519566,18.28880882263184,-0.05,12.38,17.06
70,70.0,70.0,70.0,MCHP,2013-05-02 04:00:00,2013-05-01 00:00:00,2013-05-02 00:00:00,12.410070419311523,12.37569349132008,2013-05-02 00:00:00,2014-04-23 00:00:00,12.37569349132008,17.698705673217773,12.37569349132008,17.698705673217773,-0.28,43.01,18.74
71,71.0,71.0,71.0,MCHP,2013-02-07 05:00:00,2013-02-06 00:00:00,2013-02-07 00:00:00,11.617366790771484,11.41165642926733,2013-02-07 00:00:00,2014-01-29 00:00:00,11.41165642926733,16.178573608398438,11.41165642926733,16.178573608398438,-1.77,41.77,18.39
72,72.0,72.0,72.0,HP,2018-11-15 17:20:00,2018-11-15 00:00:00,2018-11-16 00:00:00,48.670536041259766,48.99478877946594,2018-11-16 00:00:00,2019-11-07 00:00:00,49.58346347785336,35.48612594604492,49.58345979419308,35.48611831665039,0.67,-28.43,13.55
73,73.0,73.0,73.0,HP,2018-07-25 16:00:00,2018-07-25 00:00:00,2018-07-26 00:00:00,47.185733795166016,46.391552534081846,2018-07-26 00:00:00,2019-07-17 00:00:00,46.391556223728045,42.07939910888672,46.391556223728045,42.079402923583984,-1.68,-9.3,5.98
74,74.0,74.0,74.0,HP,2018-04-26 06:00:00,2018-04-25 00:00:00,2018-04-26 00:00:00,57.3062629699707,55.97947255697073,2018-04-26 00:00:00,2019-04-17 00:00:00,55.97947255697073,51.70269012451172,55.9794688066767,51.0888557434082,-2.32,-7.64,9.97
75,75.0,75.0,75.0,HP,2018-01-25 07:26:00,2018-01-24 00:00:00,2018-01-25 00:00:00,56.09843063354492,55.81551840516356,2018-01-25 00:00:00,2019-01-16 00:00:00,55.81551840516356,43.39783477783203,55.81551840516356,43.3978385925293,-0.5,-22.25,-8.13
76,76.0,76.0,76.0,HP,2017-11-16 06:00:00,2017-11-15 00:00:00,2017-11-16 00:00:00,42.22709274291992,41.56692160261549,2017-11-16 00:00:00,2018-11-07 00:00:00,41.56691418089984,53.32436752319336,41.56691789175768,53.32435989379883,-1.56,28.29,7.82
77,77.0,77.0,77.0,HP,2017-07-27 06:00:00,2017-07-26 00:00:00,2017-07-27 00:00:00,42.11442947387695,39.34604531040143,2017-07-27 00:00:00,2018-07-18 00:00:00,39.34605270969192,48.73398971557617,39.34605270969192,48.73398971557617,-6.57,23.86,13.23
78,78.0,78.0,78.0,HP,2017-04-27 06:00:00,2017-04-26 00:00:00,2017-04-27 00:00:00,49.26953887939453,44.62288910991095,2017-04-27 00:00:00,2018-04-18 00:00:00,44.62289643065924,58.474151611328125,44.6228927702851,58.474159240722656,-9.43,31.04,13.41
79,79.0,79.0,79.0,HP,2017-01-26 06:00:00,2017-01-25 00:00:00,2017-01-26 00:00:00,60.66529846191406,56.06549282055573,2017-01-26 00:00:00,2018-01-17 00:00:00,56.06548139931883,55.50900650024414,55.39985932687773,55.50900650024414,-7.58,-0.99,21.16
80,80.0,80.0,80.0,HP,2016-11-17 06:00:00,2016-11-16 00:00:00,2016-11-17 00:00:00,49.3190803527832,49.68557075546348,2016-11-17 00:00:00,2017-11-08 00:00:00,49.68557075546348,45.3563117980957,49.6855632112438,45.90126419067383,0.74,-8.71,18.82
81,81.0,81.0,81.0,HP,2016-07-28 06:00:00,2016-07-27 00:00:00,2016-07-28 00:00:00,46.05308532714844,44.18813542052865,2016-07-28 00:00:00,2017-07-19 00:00:00,44.1881391896864,44.446895599365234,44.1881391896864,44.44689178466797,-4.05,0.59,13.75
82,82.0,82.0,82.0,HP,2016-05-02 06:00:00,2016-04-29 00:00:00,2016-05-02 00:00:00,47.79955673217773,44.7126863563084,2016-05-02 00:00:00,2017-04-24 00:00:00,44.71268261421446,49.22420501708984,44.71268261421446,49.22420120239258,-6.46,10.09,14.67
83,83.0,83.0,83.0,HP,2016-01-28 06:00:00,2016-01-27 00:00:00,2016-01-28 00:00:00,32.82781219482422,33.148467925736654,2016-01-28 00:00:00,2017-01-18 00:00:00,33.148460752748775,58.70570755004883,33.14845716625484,58.7056999206543,0.98,77.1,20.36
84,84.0,84.0,84.0,HP,2015-11-12 06:00:00,2015-11-11 00:00:00,2015-11-12 00:00:00,39.490272521972656,37.65186202153805,2015-11-12 00:00:00,2016-11-02 00:00:00,37.65186579340574,46.13353729248047,37.65186202153805,46.13352584838867,-4.66,22.53,1.79
85,85.0,85.0,85.0,HP,2015-07-30 06:00:00,2015-07-29 00:00:00,2015-07-30 00:00:00,41.64082336425781,40.57543850848195,2015-07-30 00:00:00,2016-07-20 00:00:00,40.575446078119725,48.07160186767578,40.575446078119725,48.07159805297852,-2.56,18.47,2.82
86,86.0,86.0,86.0,HP,2015-04-23 05:59:00,2015-04-22 00:00:00,2015-04-23 00:00:00,50.73843383789063,49.6688722454137,2015-04-23 00:00:00,2016-04-13 00:00:00,49.66886860035974,43.47648239135742,49.66889047068354,43.47648239135742,-2.11,-12.47,-1.96
87,87.0,87.0,87.0,HP,2015-01-29 06:00:00,2015-01-28 00:00:00,2015-01-29 00:00:00,40.2637939453125,36.437832715497535,2015-01-29 00:00:00,2016-01-20 00:00:00,36.87562480108272,30.533349990844727,36.875628386074986,30.53335762023925,-9.5,-17.2,-6.31
88,88.0,88.0,88.0,HP,2014-11-13 06:00:00,2014-11-12 00:00:00,2014-11-13 00:00:00,58.427371978759766,52.8072520154609,2014-11-13 00:00:00,2015-11-04 00:00:00,52.807263106720825,42.44105529785156,52.80726680380747,42.441062927246094,-9.62,-19.63,3.5
89,89.0,89.0,89.0,HP,2014-07-31 04:00:00,2014-07-30 00:00:00,2014-07-31 00:00:00,77.03734588623047,70.51773191173615,2014-07-31 00:00:00,2015-07-22 00:00:00,70.51774696230657,40.95841598510742,70.51776201287699,40.95841598510742,-8.46,-41.92,7.79
90,90.0,90.0,90.0,HP,2014-04-24 04:00:00,2014-04-23 00:00:00,2014-04-24 00:00:00,76.12971496582031,71.0526208278514,2014-04-24 00:00:00,2015-04-15 00:00:00,71.05263597257802,53.58139419555664,71.05260568312477,53.58137512207031,-6.67,-24.59,11.47
91,91.0,91.0,91.0,HP,2014-01-30 05:00:00,2014-01-29 00:00:00,2014-01-30 00:00:00,56.53443145751953,56.501234403027226,2014-01-30 00:00:00,2015-01-21 00:00:00,56.50122700242731,43.649810791015625,56.501208500927504,43.649810791015625,-0.06,-22.75,13.67
92,92.0,92.0,92.0,HP,2013-11-14 05:00:00,2013-11-13 00:00:00,2013-11-14 00:00:00,51.11478042602539,50.9553588743032,2013-11-14 00:00:00,2014-11-05 00:00:00,50.350412065192295,57.07936096191406,50.95537012194302,57.07936477661133,-0.31,13.36,13.04
93,93.0,93.0,93.0,HP,2013-07-26 04:00:00,2013-07-25 00:00:00,2013-07-26 00:00:00,43.59296798706055,42.01457176314295,2013-07-26 00:00:00,2014-07-17 00:00:00,41.51575153459751,75.47120666503906,42.014560421593934,76.3779525756836,-3.62,81.79,17.33
94,94.0,94.0,94.0,HP,2013-04-25 04:00:00,2013-04-24 00:00:00,2013-04-25 00:00:00,39.66607284545898,37.49688426275056,2013-04-25 00:00:00,2014-04-16 00:00:00,37.05170149628975,72.41009521484375,37.05170149628975,73.28011322021484,-5.47,95.43,16.92
